Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
PINT Spotted Cow,3140,43.0,3.6976744186047,159.0,2021-02-26
SHOT Tullamore Dew,3327,43.0,3.3488372093023,144.0,2021-02-26
PINT Moon Man,3349,35.0,3.3,115.5,2021-02-26
DBL RAIL Vodka,3455,35.0,4.9857142857143,174.5,2021-02-26
SHOT Seagrams VO,3325,34.0,2.8235294117647,96.0,2021-02-26
PINT Stein,3141,34.0,3.2647058823529,111.0,2021-02-26
BTL Miller High Life,3122,32.0,3.1484375,100.75,2021-02-26
SHOT Cazadores Blanco,3481,31.0,3.2258064516129,100.0,2021-02-26
PINT Miller High Life,3137,28.0,2.8928571428571,81.0,2021-02-26
Skyy Orange BOMB,3372,25.0,3.36,84.0,2021-02-26
Skyy Cherry BOMB,3370,24.0,2.5,60.0,2021-02-26
SHOT Jameson,3317,21.0,1.7142857142857,36.0,2021-02-26
SHOT of the WEEK,3254,19.0,2.6842105263158,51.0,2021-02-26
BTL Modelo Especial,3124,19.0,4.2631578947368,81.0,2021-02-26
CAN PBR 16oz,3129,19.0,4.0,76.0,2021-02-26
CAN Press Pom/Gin,3131,19.0,5.0,95.0,2021-02-26
DBL Captain Morgan,3496,18.0,8.0,144.0,2021-02-26
DBL RAIL Whiskey,3459,17.0,4.6176470588235,78.5,2021-02-26
PINT LKFT IPA,3136,17.0,3.2647058823529,55.5,2021-02-26
PINT Beer of the Week,3356,16.0,3.0,48.0,2021-02-26
DBL Skyy,3662,16.0,4.0,64.0,2021-02-26
Skyy Peach BOMB,3367,13.0,4.0,52.0,2021-02-26
BTL Miller Lite,3391,13.0,3.0,39.0,2021-02-26
DBL RAIL Tequila,3461,13.0,3.3461538461538,43.5,2021-02-26
SHOT Captain Morgan,3497,13.0,3.6923076923077,48.0,2021-02-26
DBL Jim Beam,3530,11.0,7.0,77.0,2021-02-26
DBL RAIL Gin,3453,11.0,3.4090909090909,37.5,2021-02-26
SHOT RAIL Tequila,3462,11.0,3.0,33.0,2021-02-26
CAN Press GF/CAR,3133,11.0,5.0,55.0,2021-02-26
DBL RAIL Rum,3457,10.0,4.75,47.5,2021-02-26
Skyy Raspberry BOMB,3369,10.0,1.6,16.0,2021-02-26
PINT LKFT Hazy Rabbit,3348,10.0,3.6,36.0,2021-02-26
SHOT Fernet,3507,10.0,3.2,32.0,2021-02-26
SHOT Skyy Peach,3665,10.0,3.0,30.0,2021-02-26
CAN Press Blk/Hyb,3130,9.0,5.0,45.0,2021-02-26
Cocktail of the Week,3250,9.0,1.7777777777778,16.0,2021-02-26
RAIL Vodka,3339,8.0,3.5625,28.5,2021-02-26
PIT Miller High Life,3142,8.0,11.0,88.0,2021-02-26
SHOT Goldschlager,3230,7.0,4.0,28.0,2021-02-26
DBL Jack Daniels,3526,7.0,6.8571428571429,48.0,2021-02-26
CAN Coors Light,3116,6.0,1.3333333333333,8.0,2021-02-26
DBL Skyy Raspb,3668,6.0,7.0,42.0,2021-02-26
SHOT Skyy Raspb,3669,5.0,0.0,0.0,2021-02-26
DBL Seagrams 7,3594,5.0,7.2,36.0,2021-02-26
BTL Bud Light,3114,5.0,4.5,22.5,2021-02-26
Bloody Mary,3199,5.0,7.4,37.0,2021-02-26
DBL Bacardi,3492,5.0,6.0,30.0,2021-02-26
DBL Jack D Honey,3532,4.0,8.0,32.0,2021-02-26
BTL MGD,3121,4.0,3.25,13.0,2021-02-26
SHOT Gran Marnier,3547,4.0,5.0,20.0,2021-02-26
DBL Seagrams VO,3578,4.0,5.25,21.0,2021-02-26
SHOT Wild Turkey 101,3616,4.0,4.0,16.0,2021-02-26
House White,3698,4.0,4.0,16.0,2021-02-26
DBl Canad. Club,3617,3.0,8.0,24.0,2021-02-26
DBL Skyy Cherry,3670,3.0,7.0,21.0,2021-02-26
SHOT Skyy Ginger,3673,3.0,3.0,9.0,2021-02-26
DBL Bulleit Bourbon,3587,3.0,8.0,24.0,2021-02-26
SHOT Bulleit Rye,3590,3.0,4.0,12.0,2021-02-26
PIT Miller Lite,3143,3.0,11.0,33.0,2021-02-26
BTL LKFT Fixed Gear,3120,3.0,5.0,15.0,2021-02-26
Long Island,3204,3.0,5.3333333333333,16.0,2021-02-26
Makers Mark,3322,3.0,5.0,15.0,2021-02-26
Pinot Grigio,3333,3.0,5.0,15.0,2021-02-26
DBL Makers Mark,3534,3.0,8.0,24.0,2021-02-26
SHOT Makers Mark,3535,3.0,4.0,12.0,2021-02-26
DBL Tanqueray,3488,3.0,5.3333333333333,16.0,2021-02-26
HH PINT Angry Orchard,3352,3.0,3.5,10.5,2021-02-26
DBL RAIL Brandy,3448,3.0,4.6666666666667,14.0,2021-02-26
SHOT RAIL Rum,3458,3.0,3.0,9.0,2021-02-26
DBL Korbel,3452,2.0,6.0,12.0,2021-02-26
SHOT Jack Daniels,3527,2.0,2.0,4.0,2021-02-26
DBL Crown Royal,3528,2.0,8.0,16.0,2021-02-26
DBL Kraken,3500,2.0,8.0,16.0,2021-02-26
Absolut Citron,3287,2.0,5.5,11.0,2021-02-26
PIT Spotted Cow,3145,2.0,15.0,30.0,2021-02-26
DBL Jameson,3538,2.0,8.0,16.0,2021-02-26
SHOT Fireball,3584,2.0,2.0,4.0,2021-02-26
HH PINT LKFT Oktoberfest,3697,2.0,3.0,6.0,2021-02-26
BTL Hop Refresher,3703,2.0,4.5,9.0,2021-02-26
DBL Skyy Peach,3664,1.0,7.0,7.0,2021-02-26
DBL Bulleit Rye,3589,1.0,8.0,8.0,2021-02-26
SHOT Seagrams 7,3595,1.0,3.0,3.0,2021-02-26
DBL Wild Turkey 101,3615,1.0,8.0,8.0,2021-02-26
CAN Schlitz 16oz,3134,1.0,4.0,4.0,2021-02-26
BTL Corona,3117,1.0,4.5,4.5,2021-02-26
RumChata,3241,1.0,5.0,5.0,2021-02-26
PINT Guinness,3350,1.0,3.0,3.0,2021-02-26
SHOT Jim Beam,3531,1.0,4.0,4.0,2021-02-26
DBL Tullamore Dew,3536,1.0,8.0,8.0,2021-02-26
Skyy Ginger BOMB,3371,1.0,0.0,0.0,2021-02-26
SHOT Jose Cuervo,3475,1.0,3.0,3.0,2021-02-26
