Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,99.0,5.1540404040404,510.25,2021-09-17
BTL Miller High Life,3122,79.0,1.6044303797468,126.75,2021-09-17
SHOT Tullamore Dew,3327,65.0,3.3846153846154,220.0,2021-09-17
SHOT Cazadores Blanco,3481,59.0,3.6610169491525,216.0,2021-09-17
PINT Spotted Cow,3140,54.0,3.9444444444444,213.0,2021-09-17
PINT Stein,3141,48.0,2.9375,141.0,2021-09-17
Skyy Cherry BOMB,3370,43.0,3.6279069767442,156.0,2021-09-17
CAN PBR 16oz,3129,42.0,3.4285714285714,144.0,2021-09-17
CAN Press Pom/Gin,3131,37.0,4.5945945945946,170.0,2021-09-17
DBL Titos,3654,37.0,8.0810810810811,299.0,2021-09-17
PINT LKFT IPA,3136,34.0,3.3970588235294,115.5,2021-09-17
PIT Miller Lite,3143,34.0,11.0,374.0,2021-09-17
PINT Moon Man,3349,33.0,3.0,99.0,2021-09-17
CAN Press Blk/Hyb,3130,30.0,4.8333333333333,145.0,2021-09-17
CAN Coors Light,3116,30.0,3.8666666666667,116.0,2021-09-17
SHOT Seagrams VO,3325,29.0,1.0344827586207,30.0,2021-09-17
BTL Miller Lite,3391,26.0,2.625,68.25,2021-09-17
SHOT Fireball,3584,25.0,3.68,92.0,2021-09-17
PIT Miller High Life,3142,23.0,11.0,253.0,2021-09-17
CAN Press Lime,3132,23.0,4.7826086956522,110.0,2021-09-17
CAN Press GF/CAR,3133,21.0,5.0,105.0,2021-09-17
DBL Jack Daniels,3526,21.0,8.0,168.0,2021-09-17
SHOT Fernet,3507,20.0,2.2,44.0,2021-09-17
PINT LKFT Hazy Rabbit,3348,20.0,3.75,75.0,2021-09-17
DBL RAIL Gin,3453,19.0,4.4736842105263,85.0,2021-09-17
VBALL LITE,3410,19.0,0.0,0.0,2021-09-17
VBALL HI-LIFE,3411,19.0,0.0,0.0,2021-09-17
DBL RAIL Tequila,3461,18.0,5.0277777777778,90.5,2021-09-17
PINT Miller High Life,3137,17.0,3.0,51.0,2021-09-17
PINT Schlitz,3139,16.0,3.0,48.0,2021-09-17
SHOT Rumpleminz,3242,16.0,3.0,48.0,2021-09-17
PIT Moon Man,3357,15.0,15.0,225.0,2021-09-17
PIT LKFT Hazy Rabbit,3359,15.0,15.0,225.0,2021-09-17
Skyy Peach BOMB,3367,15.0,2.9333333333333,44.0,2021-09-17
PIT Schlitz,3144,14.0,11.0,154.0,2021-09-17
PIT Spotted Cow,3145,14.0,15.0,210.0,2021-09-17
BTL Corona,3117,14.0,4.5,63.0,2021-09-17
DBL RAIL Whiskey,3459,14.0,4.9285714285714,69.0,2021-09-17
SHOT Cazadores Reposado,3479,14.0,3.4285714285714,48.0,2021-09-17
DBL Makers Mark,3534,13.0,8.1538461538462,106.0,2021-09-17
PIT Stein,3146,13.0,15.0,195.0,2021-09-17
Long Island,3204,13.0,8.0,104.0,2021-09-17
DBL RAIL Rum,3457,12.0,4.4583333333333,53.5,2021-09-17
SHOT Jameson,3317,11.0,3.2727272727273,36.0,2021-09-17
