Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,140.0,5.2410714285714,733.75,2021-06-25
SHOT Cazadores Reposado,3479,83.0,3.5180722891566,292.0,2021-06-25
Skyy Peach BOMB,3367,78.0,3.025641025641,236.0,2021-06-25
PINT Spotted Cow,3140,76.0,4.1052631578947,312.0,2021-06-25
Skyy Cherry BOMB,3370,69.0,2.8985507246377,200.0,2021-06-25
PINT Stein,3141,68.0,3.9485294117647,268.5,2021-06-25
SHOT Seagrams VO,3325,62.0,2.0806451612903,129.0,2021-06-25
SHOT Tullamore Dew,3327,56.0,2.9285714285714,164.0,2021-06-25
CAN PBR 16oz,3129,51.0,3.921568627451,200.0,2021-06-25
PINT Miller High Life,3137,49.0,3.0,147.0,2021-06-25
PIT Miller Lite,3143,49.0,11.0,539.0,2021-06-25
CAN Coors Light,3116,37.0,3.8918918918919,144.0,2021-06-25
PIT Spotted Cow,3145,35.0,15.0,525.0,2021-06-25
PINT Schlitz,3139,34.0,2.7352941176471,93.0,2021-06-25
CAN Press GF/CAR,3133,33.0,5.0,165.0,2021-06-25
Skyy Raspberry BOMB,3369,33.0,2.7878787878788,92.0,2021-06-25
DBL RAIL Whiskey,3459,33.0,4.8333333333333,159.5,2021-06-25
PINT LKFT IPA,3136,29.0,3.9310344827586,114.0,2021-06-25
PIT Schlitz,3144,26.0,11.0,286.0,2021-06-25
CAN Press Blk/Hyb,3130,26.0,5.0,130.0,2021-06-25
SHOT Fernet,3507,26.0,3.5384615384615,92.0,2021-06-25
DBL RAIL Tequila,3461,24.0,4.8958333333333,117.5,2021-06-25
Skyy Orange BOMB,3372,24.0,3.3333333333333,80.0,2021-06-25
DBL RAIL Rum,3457,23.0,4.8260869565217,111.0,2021-06-25
SHOT Jack Ds Honey,3533,22.0,4.0,88.0,2021-06-25
PINT Moon Man,3349,22.0,2.8636363636364,63.0,2021-06-25
CAN Press Pom/Gin,3131,22.0,4.7727272727273,105.0,2021-06-25
PIT Miller High Life,3142,22.0,11.0,242.0,2021-06-25
 SHOT Crown Royal,3529,20.0,3.6,72.0,2021-06-25
DBL RAIL Gin,3453,18.0,4.9444444444444,89.0,2021-06-25
BTL Miller High Life,3122,18.0,1.9861111111111,35.75,2021-06-25
SHOT Jameson,3317,17.0,2.8235294117647,48.0,2021-06-25
DBL Titos,3654,17.0,8.0,136.0,2021-06-25
DBL Skyy Raspb,3668,15.0,7.0,105.0,2021-06-25
PIT LKFT IPA,3358,15.0,15.0,225.0,2021-06-25
PINT LKFT Hazy Rabbit,3348,14.0,3.9642857142857,55.5,2021-06-25
CAN Press Lime,3132,14.0,4.6428571428571,65.0,2021-06-25
PINT Beer of the Week,3356,13.0,3.0,39.0,2021-06-25
DBL Hennessey,3449,13.0,12.384615384615,161.0,2021-06-25
DBL Captain Morgan,3496,12.0,8.0,96.0,2021-06-25
SHOT Kraken,3501,12.0,2.3333333333333,28.0,2021-06-25
PIT LKFT Hazy Rabbit,3359,12.0,15.0,180.0,2021-06-25
Skyy Raspberry,3302,12.0,4.0,48.0,2021-06-25
BTL Modelo Especial,3124,12.0,4.5,54.0,2021-06-25
VBALL HI-LIFE,3411,11.0,0.0,0.0,2021-06-25
DBL Cazadores Reposado,3478,11.0,5.7272727272727,63.0,2021-06-25
DBL Bulleit Bourbon,3587,11.0,8.0,88.0,2021-06-25
HH PINT LKFT Oktoberfest,3697,10.0,4.05,40.5,2021-06-25
SHOT Cazadores Blanco,3481,10.0,4.0,40.0,2021-06-25
RAIL Gin,3341,10.0,3.5,35.0,2021-06-25
VBALL SCHLITZ,3412,9.0,0.0,0.0,2021-06-25
BTL Miller Lite,3391,9.0,1.4444444444444,13.0,2021-06-25
VBALL LITE,3410,9.0,0.0,0.0,2021-06-25
PIT Stein,3146,9.0,15.0,135.0,2021-06-25
SHOT Gran Marnier,3547,9.0,5.0,45.0,2021-06-25
DBL Jack Daniels,3526,9.0,8.0,72.0,2021-06-25
DBL Absolut Citron,3656,9.0,8.0,72.0,2021-06-25
DBL Jameson,3538,8.0,8.0,64.0,2021-06-25
BTL Blue Moon,3113,8.0,4.5,36.0,2021-06-25
PIT Moon Man,3357,8.0,13.125,105.0,2021-06-25
HH PINT Angry Orchard,3352,7.0,4.0714285714286,28.5,2021-06-25
BTL Corona,3117,7.0,4.5,31.5,2021-06-25
SHOT Fireball,3584,7.0,3.4285714285714,24.0,2021-06-25
SHOT Jose Cuervo,3475,7.0,3.0,21.0,2021-06-25
DBL Bacardi,3492,6.0,6.0,36.0,2021-06-25
DBL Jim Beam,3530,6.0,7.0,42.0,2021-06-25
SHOT Titos,3655,6.0,4.0,24.0,2021-06-25
DBL Seagrams 7,3594,6.0,7.0,42.0,2021-06-25
BTL Budweiser,3115,6.0,4.5,27.0,2021-06-25
OUTSIDE,3253,6.0,0.0,0.0,2021-06-25
PINT Guinness,3350,6.0,3.6666666666667,22.0,2021-06-25
RAIL Vodka,3339,6.0,3.8333333333333,23.0,2021-06-25
DBL Skyy Cherry,3670,5.0,7.0,35.0,2021-06-25
DBL Skyy Orange,3676,5.0,7.4,37.0,2021-06-25
PIT LKFT Oktoberfest,3691,5.0,15.0,75.0,2021-06-25
SHOT RAIL Tequila,3462,5.0,1.8,9.0,2021-06-25
SHOT Hennessey,3450,5.0,4.0,20.0,2021-06-25
DBL RAIL Brandy,3448,4.0,4.75,19.0,2021-06-25
SHOT RAIL Whiskey,3460,4.0,3.0,12.0,2021-06-25
DBL D.E. Grapefruit,3713,4.0,5.25,21.0,2021-06-25
BTL Hop Refresher,3703,4.0,4.5,18.0,2021-06-25
Cazadores Reposado,3281,4.0,5.0,20.0,2021-06-25
Absolut,3286,4.0,8.0,32.0,2021-06-25
SHOT Jagermeister,3234,4.0,4.75,19.0,2021-06-25
Bloody Mary,3199,4.0,7.0,28.0,2021-06-25
CAN Schlitz 16oz,3134,4.0,4.0,16.0,2021-06-25
BTL MGD,3121,3.0,3.25,9.75,2021-06-25
BTL Bud Light,3114,3.0,4.5,13.5,2021-06-25
Long Island,3204,3.0,8.0,24.0,2021-06-25
SHOT Dr McGullicuddys,3226,3.0,3.0,9.0,2021-06-25
Titos,3307,3.0,5.0,15.0,2021-06-25
RAIL Rum,3343,3.0,3.5,10.5,2021-06-25
VBALL Angry Orchard,3422,3.0,4.0,12.0,2021-06-25
VBALL STEIN,3416,3.0,4.0,12.0,2021-06-25
PIT Angry Orchard,3361,3.0,15.0,45.0,2021-06-25
