Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
RAIL Vodka,3339,46.0,4.8260869565217,222.0,2019-02-15
PINT LKFT IPA,3136,44.0,3.5795454545455,157.5,2019-02-15
SHOT Tullamore Dew,3327,38.0,4.0,152.0,2019-02-15
PINT Spotted Cow,3140,36.0,3.75,135.0,2019-02-15
PINT Miller High Life,3137,30.0,3.0,90.0,2019-02-15
PINT Stein,3141,25.0,3.78,94.5,2019-02-15
Skyy Raspberry BOMB,3369,22.0,4.0,88.0,2019-02-15
PINT Miller Lite,3138,21.0,3.0,63.0,2019-02-15
BTL Miller High Life,3122,16.0,3.25,52.0,2019-02-15
PINT LKFT Hazy Rabbit,3348,16.0,3.375,54.0,2019-02-15
RAIL Whiskey,3340,14.0,4.7142857142857,66.0,2019-02-15
PINT Beer of the Week,3356,14.0,3.0,42.0,2019-02-15
PINT Moon Man,3349,13.0,3.4615384615385,45.0,2019-02-15
SHOT Seagrams VO,3325,12.0,4.0,48.0,2019-02-15
PINT Schlitz,3139,10.0,3.0,30.0,2019-02-15
Skyy Orange BOMB,3372,10.0,4.0,40.0,2019-02-15
CAN Coors Light,3116,9.0,4.0,36.0,2019-02-15
SHOT Jameson,3317,8.0,4.0,32.0,2019-02-15
BTL Blue Moon,3113,7.0,4.5,31.5,2019-02-15
CAN PBR 16oz,3129,7.0,4.0,28.0,2019-02-15
PIT Schlitz,3144,7.0,10.0,70.0,2019-02-15
PIT Miller Lite,3143,6.0,10.0,60.0,2019-02-15
SHOT of the WEEK,3254,6.0,3.0,18.0,2019-02-15
BTL Miller Lite,3123,6.0,3.25,19.5,2019-02-15
Titos,3307,6.0,7.0,42.0,2019-02-15
PINT O&apos;&apos;so Hop Debacle,3355,6.0,3.0,18.0,2019-02-15
Skyy Apricot BOMB,3368,5.0,4.0,20.0,2019-02-15
PINT Abita TurboDog,3353,5.0,3.6,18.0,2019-02-15
HH PINT Abita Wrought Iron,3354,5.0,3.3,16.5,2019-02-15
SHOT Dr McGullicuddys,3226,5.0,3.0,15.0,2019-02-15
Sambuca,3243,4.0,4.0,16.0,2019-02-15
Moscow Mule,3207,4.0,7.0,28.0,2019-02-15
BTL Modelo Especial,3124,4.0,4.5,18.0,2019-02-15
BTL Pabst,3126,4.0,3.25,13.0,2019-02-15
Jack Daniels,3315,4.0,6.25,25.0,2019-02-15
Skyy Cherry,3297,4.0,4.625,18.5,2019-02-15
Skyy Pear,3301,4.0,5.0,20.0,2019-02-15
Cazadores Blanco,3280,4.0,4.75,19.0,2019-02-15
Absolut Citron,3287,4.0,4.0,16.0,2019-02-15
Pearl Cucumber,3293,3.0,8.0,24.0,2019-02-15
Skyy Orange,3299,3.0,3.3333333333333,10.0,2019-02-15
Bulleit Rye,3309,3.0,7.3333333333333,22.0,2019-02-15
Seagrams 7,3324,3.0,6.0,18.0,2019-02-15
RAIL Gin,3341,3.0,4.6666666666667,14.0,2019-02-15
PIT Beer of the Week,3362,3.0,10.0,30.0,2019-02-15
PIT Moon Man,3357,2.0,14.0,28.0,2019-02-15
RAIL Rum,3343,2.0,5.5,11.0,2019-02-15
BTL Miller Lite,3391,2.0,3.25,6.5,2019-02-15
Wild Turkey,3328,2.0,4.0,8.0,2019-02-15
Chardonnay,3331,2.0,5.0,10.0,2019-02-15
Makers Mark,3322,2.0,8.0,16.0,2019-02-15
Skyy Peach,3300,2.0,4.0,8.0,2019-02-15
Jack Daniels Honey,3316,2.0,4.0,8.0,2019-02-15
Bulleit Bourbon,3308,2.0,6.5,13.0,2019-02-15
Absolut,3286,2.0,6.0,12.0,2019-02-15
Skyy,3296,2.0,6.0,12.0,2019-02-15
Ketel One,3292,2.0,6.5,13.0,2019-02-15
BTL Bud Light,3114,2.0,4.0,8.0,2019-02-15
BTL LH Milk Stout,3119,2.0,4.5,9.0,2019-02-15
CAN N.G. Staghorn,3135,2.0,5.0,10.0,2019-02-15
PIT Miller High Life,3142,2.0,10.0,20.0,2019-02-15
Rehorst Gin,3218,2.0,4.0,8.0,2019-02-15
Amaretto,3220,2.0,5.0,10.0,2019-02-15
DBL of the WEEK,3251,2.0,6.0,12.0,2019-02-15
Captain Morgan,3258,2.0,8.0,16.0,2019-02-15
Meyers Dark,3261,1.0,6.0,6.0,2019-02-15
Dewers White,3263,1.0,8.0,8.0,2019-02-15
Cocktail of the Week,3250,1.0,4.0,4.0,2019-02-15
Trinidad Tea,3213,1.0,8.0,8.0,2019-02-15
PIT Stein,3146,1.0,14.0,14.0,2019-02-15
Korbel,3191,1.0,3.0,3.0,2019-02-15
Bloody Mary,3199,1.0,7.0,7.0,2019-02-15
Long Island,3204,1.0,8.0,8.0,2019-02-15
BTL MGD,3121,1.0,3.25,3.25,2019-02-15
CAN Crispin 16oz,3128,1.0,5.0,5.0,2019-02-15
Cazadores Reposado,3281,1.0,4.0,4.0,2019-02-15
Pearl Pomegranate,3294,1.0,4.0,4.0,2019-02-15
Skyy Raspberry,3302,1.0,4.0,4.0,2019-02-15
Jim Beam,3318,1.0,8.0,8.0,2019-02-15
RAIL Brandy,3342,1.0,5.5,5.5,2019-02-15
PINT Guinness,3350,1.0,5.0,5.0,2019-02-15
HH PINT Angry Orchard,3352,1.0,3.0,3.0,2019-02-15
BTL Bud Light,3388,1.0,4.0,4.0,2019-02-15
RAIL Tequila,3344,1.0,4.0,4.0,2019-02-15
PIT Abita TurboDog,3363,1.0,14.0,14.0,2019-02-15
