Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,97.0,5.2087628865979,505.25,2020-09-18
SHOT Tullamore Dew,3327,79.0,2.6835443037975,212.0,2020-09-18
PINT Beer of the Week,3356,78.0,3.2884615384615,256.5,2020-09-18
Skyy Peach BOMB,3367,75.0,2.6133333333333,196.0,2020-09-18
SHOT Seagrams VO,3325,57.0,1.6315789473684,93.0,2020-09-18
Skyy Cherry BOMB,3370,39.0,2.6666666666667,104.0,2020-09-18
PIT Miller Lite,3143,39.0,11.0,429.0,2020-09-18
SHOT RAIL GIN,3454,37.0,2.6756756756757,99.0,2020-09-18
PINT Spotted Cow,3140,34.0,3.6617647058824,124.5,2020-09-18
PINT Stein,3141,28.0,3.1071428571429,87.0,2020-09-18
CAN PBR 16oz,3129,26.0,4.0192307692308,104.5,2020-09-18
SHOT Fernet,3507,26.0,3.2307692307692,84.0,2020-09-18
CAN Press Lime,3132,25.0,5.0,125.0,2020-09-18
Skyy Orange BOMB,3372,25.0,3.04,76.0,2020-09-18
SHOT Cazadores Blanco,3481,24.0,3.3333333333333,80.0,2020-09-18
PINT LKFT Hazy Rabbit,3348,23.0,3.7173913043478,85.5,2020-09-18
PIT Spotted Cow,3145,22.0,15.0,330.0,2020-09-18
PINT LKFT IPA,3136,21.0,3.7142857142857,78.0,2020-09-18
PINT Schlitz,3139,20.0,1.8,36.0,2020-09-18
CAN Coors Light,3116,20.0,3.4,68.0,2020-09-18
PIT Miller High Life,3142,20.0,11.0,220.0,2020-09-18
Absolut,3286,19.0,8.1052631578947,154.0,2020-09-18
DBL RAIL Whiskey,3459,19.0,4.8421052631579,92.0,2020-09-18
VBALL LITE,3410,18.0,0.0,0.0,2020-09-18
PIT Schlitz,3144,17.0,6.4705882352941,110.0,2020-09-18
DBL RAIL Tequila,3461,17.0,4.5,76.5,2020-09-18
CAN Press Pom/Gin,3131,16.0,5.0,80.0,2020-09-18
DBL RAIL Rum,3457,16.0,4.0,64.0,2020-09-18
SHOT Skyy,3663,15.0,3.0,45.0,2020-09-18
SHOT Fireball,3584,14.0,3.1428571428571,44.0,2020-09-18
DBL RAIL Gin,3453,14.0,5.1071428571429,71.5,2020-09-18
CAN Press Blk/Hyb,3130,13.0,5.0,65.0,2020-09-18
VBALL HI-LIFE,3411,12.0,0.0,0.0,2020-09-18
DBL Stoli Razz,3644,12.0,8.0,96.0,2020-09-18
 SHOT Crown Royal,3529,11.0,4.0,44.0,2020-09-18
DBL Jameson,3538,11.0,8.0,88.0,2020-09-18
DBL Skyy,3662,11.0,4.3636363636364,48.0,2020-09-18
PINT Moon Man,3349,11.0,3.0,33.0,2020-09-18
SHOT Rumpleminz,3242,11.0,4.0,44.0,2020-09-18
PIT LKFT Hazy Rabbit,3359,10.0,15.0,150.0,2020-09-18
PIT Moon Man,3357,9.0,15.0,135.0,2020-09-18
VBALL SPOT COW,3415,9.0,4.0,36.0,2020-09-18
OUTSIDE,3253,9.0,0.0,0.0,2020-09-18
DBL Skyy Raspb,3668,9.0,7.0,63.0,2020-09-18
CAN Press Ling/Eld,3709,8.0,3.75,30.0,2020-09-18
BTL Bud Light,3114,8.0,3.9375,31.5,2020-09-18
CAN Press GF/CAR,3133,7.0,5.0,35.0,2020-09-18
CAN N.G. Staghorn,3135,7.0,5.0,35.0,2020-09-18
SHOT Jameson,3317,7.0,3.4285714285714,24.0,2020-09-18
SHOT Goldschlager,3230,7.0,4.0,28.0,2020-09-18
SHOT RAIL Vodka,3456,7.0,1.7142857142857,12.0,2020-09-18
PIT LKFT IPA,3358,6.0,15.0,90.0,2020-09-18
PIT Stein,3146,6.0,15.0,90.0,2020-09-18
PINT Miller High Life,3137,6.0,3.0,18.0,2020-09-18
BTL Budweiser,3115,6.0,3.0,18.0,2020-09-18
DBL Ketel One,3658,6.0,8.0,48.0,2020-09-18
DBL Skyy Cherry,3670,5.0,7.0,35.0,2020-09-18
DBL Jack Daniels,3526,5.0,8.0,40.0,2020-09-18
DBL Pearl Cucumber,3640,5.0,7.0,35.0,2020-09-18
DBL Captain Morgan,3496,5.0,8.0,40.0,2020-09-18
