Michael 30,The Tracks Tavern and Grill,09/27/2021 13:07:34
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,146.0000,5.3544520547945,781.75
Skyy Cherry BOMB,3370,,139.0000,2.6762589928058,372
Skyy Peach BOMB,3367,,71.0000,3.6056338028169,256
PINT Spotted Cow,3140,,61.0000,4.3032786885246,262.5
PINT Stein,3141,,56.0000,4.0178571428571,225
PIT Miller Lite,3143,,54.0000,10.796296296296,583
SHOT Tullamore Dew,3327,,53.0000,3.8490566037736,204
SHOT Seagrams VO,3325,,52.0000,1.7307692307692,90
Cheese Curds,2728,,49.0000,7.8367346938776,384
GRILLED CHEESE,2734,,47.0000,3,141
BTL Miller High Life,3122,,41.0000,3.0121951219512,123.5
PINT Beer of the Week,3356,,39.0000,3,117
PIT Spotted Cow,3145,,35.0000,15,525
Plain Chicken Strips,2867,,34.0000,7.8970588235294,268.5
CAN Press Blk/Hyb,3130,,32.0000,4.84375,155
CAN Press Pom/Gin,3131,,32.0000,4.84375,155
Skyy Raspberry BOMB,3369,,32.0000,2.5,80
CAN Press GF/CAR,3133,,31.0000,5,155
Sriracha Strips,2730,,31.0000,7.6612903225806,237.5
All American Burger,2840,,28.0000,7.0625,197.75
CAN PBR 16oz,3129,,28.0000,4,112
PIT Miller High Life,3142,,27.0000,11,297
PINT Moon Man,3349,,27.0000,3.0555555555556,82.5
DBL RAIL Whiskey,3459,,26.0000,5.0576923076923,131.5
Chix Caeser Wrap,2838,,24.0000,9.15625,219.75
Nashville Hot Chicken,3706,,24.0000,9.0520833333333,217.25
CAN Press Lime,3132,,23.0000,4.7826086956522,110
SHOT Cazadores Reposado,3479,,23.0000,2.9565217391304,68
RAIL Vodka,3339,,23.0000,3.5,80.5
DBL RAIL Gin,3453,,23.0000,4.6304347826087,106.5
PINT LKFT Hazy Rabbit,3348,,23.0000,4.4347826086957,102
BTL Corona,3117,,22.0000,4.5,99
BTL Miller Lite,3391,,21.0000,2.1666666666667,45.5
 SHOT Crown Royal,3529,,20.0000,4,80
PINT LKFT IPA,3136,,19.0000,3.9473684210526,75
SHOT Goldschlager,3230,,19.0000,4,76
CAN Coors Light,3116,,18.0000,3.3333333333333,60
SHOT Jameson,3317,,18.0000,3.7777777777778,68
PINT LKFT Oktoberfest,3697,,18.0000,3.5833333333333,64.5
Buffalo Chicken Sammy,3707,,17.0000,8.6176470588235,146.5
PIT WATER,3400,,17.0000,0,0
DBL RAIL Rum,3457,,17.0000,4.3235294117647,73.5
BTL Bud Light,3114,,17.0000,4.5,76.5
Chili Cheese Poutine,2801,,17.0000,7,119
PINT Schlitz,3139,,16.0000,2.8125,45
Patty Melt,3705,,16.0000,8.1875,131
RIVERWEST BURGER,2714,,15.0000,10.333333333333,155
CHEESE burger,2841,,15.0000,7.6666666666667,115
VBALL HI-LIFE,3411,,15.0000,0,0
SHOT Jack Daniels,3527,,15.0000,4,60
DBL Jack Daniels,3526,,14.0000,8,112
DBL Captain Morgan,3496,,14.0000,8,112
PIT LKFT Hazy Rabbit,3359,,14.0000,13.928571428571,195
Cazadores Reposado,3281,,14.0000,4.6428571428571,65
PINT Miller High Life,3137,,14.0000,3,42
PIT Schlitz,3144,,14.0000,8.6428571428571,121
SHOT Jagermeister,3234,,13.0000,4,52
Glass Water,3162,,13.0000,0,0
French Fries,2731,,13.0000,1.8846153846154,24.5
3 PART COMBO,2831,,12.0000,15.99,191.88
BTL Budweiser,3115,,12.0000,4.5,54
Skyy Orange BOMB,3372,,12.0000,4,48
PINT Angry Orchard,3352,,12.0000,4,48
DBL RAIL Tequila,3461,,12.0000,5.25,63
DBL Titos,3654,,12.0000,8,96
SHOT J. Walker Black,3606,,11.0000,5,55
PIT Moon Man,3357,,11.0000,13.636363636364,150
DBL Hennessey,3449,,11.0000,12.090909090909,133
SHOT Campari,3549,,10.0000,2.1,21
Tater Tots,2836,,10.0000,2,20
SIDE RANCH,2815,,10.0000,0.3,3
PIT Stein,3146,,10.0000,15,150
FISH FRY,2722,,9.0000,10.722222222222,96.5
DBL Crown Royal,3528,,9.0000,8,72
SHOT Fernet,3507,,9.0000,2.6666666666667,24
VBALL SCHLITZ,3412,,9.0000,0,0
PIT LKFT IPA,3358,,9.0000,15,135
DBL Absolut Citron,3656,,8.0000,8,64
PIT LKFT Oktoberfest,3691,,8.0000,15,120
SHOT Titos,3655,,7.0000,4,28
SHOT Lemon Drop,3276,,7.0000,4,28
VBALL LITE,3410,,7.0000,0,0
Perch FRY,2830,,7.0000,13.061428571429,91.43
BTL Eastside Dark,3118,,7.0000,5,35
Coke,3154,,7.0000,1.5,10.5
Absolut,3286,,6.0000,8,48
RAIL Gin,3341,,6.0000,3.5,21
SHOT Gran Marnier,3547,,6.0000,4.1666666666667,25
DBL Bombay Sapphire,3486,,6.0000,8,48
DBL Bacardi,3492,,6.0000,6,36
Tracks Big Boy,3704,,6.0000,9.1666666666667,55
3rd Space Frog Weiss,3717,,6.0000,5,30
DBL Tanqueray,3488,,5.0000,8,40
PIT Angry Orchard,3361,,5.0000,15,75
DBL RAIL Brandy,3448,,5.0000,6.2,31
Long Island,3204,,5.0000,8,40
7-UP,3147,,5.0000,1.5,7.5
Chix Caesar Salad,2871,,5.0000,8,40
COMBO FRY,2736,,4.0000,11.8125,47.25
Diet Coke,3158,,4.0000,1.5,6
DBL Korbel,3452,,4.0000,6.5,26
DBL Coconut Jack,3498,,4.0000,6,24
DBL Cazadores Reposado,3478,,4.0000,5.25,21
SHOT Fireball,3584,,4.0000,4,16
DBL Seagrams 7,3594,,4.0000,7,28
DBL J. Walker Black,3605,,4.0000,11.5,46
SHOT Canad. Club,3618,,4.0000,3,12
SHOT Bulleit Bourbon,3588,,3.0000,4,12
SHOT Wild Turkey 101,3616,,3.0000,2.6666666666667,8
DBL Skyy Raspb,3668,,3.0000,5.3333333333333,16
DBl Smirnoff,3646,,3.0000,6,18
DBL Meyers Dark,3504,,3.0000,6,18
SHOT Jose Cuervo,3475,,3.0000,3,9
VBALL SPOT COW,3415,,3.0000,4,12
VBALL STEIN,3416,,3.0000,4,12
OUTSIDE,3253,,3.0000,0,0
Shirley Temple,3182,,3.0000,1.75,5.25
PINT Miller Lite,3138,,3.0000,3,9
CAN Schlitz 16oz,3134,,3.0000,4,12
SIDE Sm Nacho Chez,2852,,3.0000,0.91666666666667,2.75
SIDE LG NACHO CHEESE,2816,,2.0000,1.5,3
House Salad LG,2697,,2.0000,7,14
Soda/Juice,3183,,2.0000,1.5,3
Bloody Mary,3199,,2.0000,7,14
Red Bull SF,3176,,2.0000,3.5,7
CAN Mountain Dew,3152,,2.0000,1.5,3
VBALL LKFT IPA,3417,,2.0000,4,8
SHOT Hennessey,3450,,2.0000,2.5,5
SHOT RAIL Rum,3458,,2.0000,3,6
SHOT RAIL GIN,3454,,2.0000,3,6
Skyy Raspberry,3302,,2.0000,4,8
DBL Bacardi Limon,3494,,2.0000,6,12
DBL Kraken,3500,,2.0000,8,16
SHOT Tanqueray,3489,,2.0000,5,10
7-Up Refill,3463,,2.0000,0,0
SHOT Jack Ds Honey,3533,,2.0000,4,8
DBL Makers Mark,3534,,2.0000,9,18
SHOT Makers Mark,3535,,2.0000,4,8
DBL Jameson,3538,,2.0000,8,16
DBL Bulleit Bourbon,3587,,2.0000,8.5,17
SHOT Skyy Orange,3677,,2.0000,3,6
House Red,3699,,2.0000,4,8
BTL Hop Refresher,3703,,2.0000,4.5,9
SHOT Skyy Peach,3665,,2.0000,3,6
DBL D.E. Grapefruit,3713,,2.0000,3.5,7
SHOT D.E. Grapefruit,3715,,2.0000,3,6
DBL Skyy Orange,3676,,1.0000,7,7
SHOT J. Walker Red,3608,,1.0000,5,5
Smirnoff Vodka,3633,,1.0000,4,4
DBL Amaretto,3560,,1.0000,7,7
