Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,143.0,5.034965034965,720.0,2020-03-13
SHOT Seagrams VO,3325,126.0,1.6190476190476,204.0,2020-03-13
BTL Miller High Life,3122,100.0,2.6,260.0,2020-03-13
Skyy Orange BOMB,3372,95.0,1.7263157894737,164.0,2020-03-13
SHOT Tullamore Dew,3327,79.0,2.8860759493671,228.0,2020-03-13
PINT LKFT IPA,3136,68.0,3.5955882352941,244.5,2020-03-13
PINT Miller High Life,3137,63.0,2.8571428571429,180.0,2020-03-13
PINT LKFT Hazy Rabbit,3348,50.0,3.21,160.5,2020-03-13
Skyy Raspberry BOMB,3369,46.0,2.9565217391304,136.0,2020-03-13
SHOT Fernet,3507,44.0,3.0909090909091,136.0,2020-03-13
PINT Stein,3141,42.0,3.8214285714286,160.5,2020-03-13
PINT Spotted Cow,3140,40.0,3.9,156.0,2020-03-13
BTL Miller Lite,3391,40.0,2.925,117.0,2020-03-13
DBL RAIL Gin,3453,37.0,4.527027027027,167.5,2020-03-13
BTL Corona,3117,37.0,4.2567567567568,157.5,2020-03-13
SHOT Jameson,3317,36.0,3.7777777777778,136.0,2020-03-13
Glass Water,3162,33.0,0.0,0.0,2020-03-13
Cheese Curds,2728,31.0,6.5161290322581,202.0,2020-03-13
PINT Moon Man,3349,29.0,2.948275862069,85.5,2020-03-13
Locust St Wings FULL,2729,28.0,11.017857142857,308.5,2020-03-13
DBL RAIL Whiskey,3459,28.0,5.0,140.0,2020-03-13
Perch FRY,2830,27.0,10.209259259259,275.65,2020-03-13
PINT Beer of the Week,3356,26.0,3.0,78.0,2020-03-13
DBL of the WEEK,3251,26.0,5.0384615384615,131.0,2020-03-13
Skyy Ginger BOMB,3371,26.0,1.8461538461538,48.0,2020-03-13
Skyy Cherry BOMB,3370,25.0,2.88,72.0,2020-03-13
FISH FRY,2722,25.0,10.23,255.75,2020-03-13
Locust St. Wings HALF,2858,25.0,6.02,150.5,2020-03-13
PINT Schlitz,3139,23.0,2.7391304347826,63.0,2020-03-13
CAN Press Blk/Hyb,3130,21.0,5.0,105.0,2020-03-13
Sriracha Strips,2730,21.0,8.0952380952381,170.0,2020-03-13
SHOT Cazadores Reposado,3479,21.0,3.2380952380952,68.0,2020-03-13
DBL Skyy Ginger,3672,21.0,7.0,147.0,2020-03-13
SHOT Fireball,3584,20.0,4.0,80.0,2020-03-13
GRILLED CHEESE,2734,19.0,5.0526315789474,96.0,2020-03-13
All American Burger,2840,18.0,7.0138888888889,126.25,2020-03-13
SHOT Hennessey,3450,18.0,4.7222222222222,85.0,2020-03-13
CHEESE burger,2841,17.0,6.6029411764706,112.25,2020-03-13
Thurs Burger,2886,17.0,4.9117647058824,83.5,2020-03-13
PIT Schlitz,3144,16.0,11.0,176.0,2020-03-13
DBL Captain Morgan,3496,16.0,8.0,128.0,2020-03-13
DBL RAIL Tequila,3461,15.0,4.4333333333333,66.5,2020-03-13
Bloody Mary,3199,15.0,7.0666666666667,106.0,2020-03-13
SHOT Dr McGullicuddys,3226,15.0,2.6,39.0,2020-03-13
Monday Special,3032,15.0,6.3666666666667,95.5,2020-03-13
3 PART COMBO,2831,15.0,12.016666666667,180.25,2020-03-13
COMBO FRY,2736,15.0,9.5233333333333,142.85,2020-03-13
Cubano,2716,14.0,8.2142857142857,115.0,2020-03-13
French Fries,2731,14.0,2.0714285714286,29.0,2020-03-13
Soda/Juice,3183,14.0,1.5,21.0,2020-03-13
PINT Miller Lite,3138,14.0,3.0,42.0,2020-03-13
PIT Miller Lite,3143,13.0,11.0,143.0,2020-03-13
Skyy Apricot BOMB,3368,13.0,4.0,52.0,2020-03-13
HOLY MO!,2839,13.0,10.461538461538,136.0,2020-03-13
SHOT Skyy Ginger,3673,13.0,2.0769230769231,27.0,2020-03-13
SHOT Skyy Apricot,3667,12.0,1.5,18.0,2020-03-13
Chix Caeser Wrap,2838,12.0,7.375,88.5,2020-03-13
BTL Pabst,3126,12.0,1.8958333333333,22.75,2020-03-13
Skyy Peach BOMB,3367,12.0,3.0,36.0,2020-03-13
PINT K4 Fantasy Factory,3351,12.0,3.75,45.0,2020-03-13
SHOT Goldschlager,3230,12.0,4.0,48.0,2020-03-13
CAN PBR 16oz,3129,12.0,4.0,48.0,2020-03-13
CAN Coors Light,3116,11.0,3.6363636363636,40.0,2020-03-13
SHOT Jagermeister,3234,11.0,3.6363636363636,40.0,2020-03-13
BTL Bud Light,3114,11.0,4.5,49.5,2020-03-13
Plain Chicken Strips,2867,11.0,8.0454545454545,88.5,2020-03-13
RIVERWEST BURGER,2714,11.0,9.5909090909091,105.5,2020-03-13
SHOT Skyy Watermelon,3674,11.0,1.9090909090909,21.0,2020-03-13
DBL Titos,3654,10.0,8.2,82.0,2020-03-13
