Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,135.0,5.3259259259259,719.0,2021-07-23
Skyy Cherry BOMB,3370,134.0,3.8507462686567,516.0,2021-07-23
SHOT Seagrams VO,3325,90.0,2.1666666666667,195.0,2021-07-23
BTL Miller High Life,3122,82.0,3.0518292682927,250.25,2021-07-23
PINT Spotted Cow,3140,81.0,3.9259259259259,318.0,2021-07-23
SHOT Tullamore Dew,3327,78.0,3.3333333333333,260.0,2021-07-23
SHOT Cazadores Blanco,3481,59.0,3.864406779661,228.0,2021-07-23
PINT Stein,3141,59.0,3.9152542372881,231.0,2021-07-23
PIT Miller Lite,3143,58.0,11.0,638.0,2021-07-23
PINT LKFT IPA,3136,58.0,4.2672413793103,247.5,2021-07-23
CAN Press Blk/Hyb,3130,46.0,4.8913043478261,225.0,2021-07-23
Cheese Curds,2728,46.0,7.8478260869565,361.0,2021-07-23
PINT Moon Man,3349,44.0,3.3409090909091,147.0,2021-07-23
Sriracha Strips,2730,42.0,7.6369047619048,320.75,2021-07-23
BTL Miller Lite,3391,38.0,2.8223684210526,107.25,2021-07-23
SHOT Fireball,3584,37.0,3.7837837837838,140.0,2021-07-23
PIT Spotted Cow,3145,36.0,15.0,540.0,2021-07-23
Glass Water,3162,36.0,0.0,0.0,2021-07-23
PINT Schlitz,3139,35.0,3.0,105.0,2021-07-23
PINT Miller High Life,3137,34.0,3.0,102.0,2021-07-23
PINT LKFT Hazy Rabbit,3348,33.0,3.9545454545455,130.5,2021-07-23
Skyy Peach BOMB,3367,30.0,2.9333333333333,88.0,2021-07-23
SHOT Jameson,3317,30.0,3.6,108.0,2021-07-23
Locust St. Wings HALF,2858,29.0,8.0344827586207,233.0,2021-07-23
Locust St Wings FULL,2729,28.0,14.214285714286,398.0,2021-07-23
BTL Corona,3117,27.0,4.1666666666667,112.5,2021-07-23
PIT WATER,3400,27.0,0.0,0.0,2021-07-23
Nashville Hot Chicken,3706,27.0,9.0277777777778,243.75,2021-07-23
French Fries,2731,26.0,1.9423076923077,50.5,2021-07-23
CAN Press Pom/Gin,3131,25.0,4.8,120.0,2021-07-23
 SHOT Crown Royal,3529,24.0,4.0,96.0,2021-07-23
Tracks Big Boy,3704,23.0,9.3478260869565,215.0,2021-07-23
CAN PBR 16oz,3129,23.0,4.0,92.0,2021-07-23
DBL RAIL Gin,3453,23.0,4.804347826087,110.5,2021-07-23
SHOT Cazadores Reposado,3479,22.0,4.0,88.0,2021-07-23
PIT Moon Man,3357,22.0,15.0,330.0,2021-07-23
CAN Press GF/CAR,3133,22.0,5.0,110.0,2021-07-23
Chix Caeser Wrap,2838,22.0,8.9431818181818,196.75,2021-07-23
SHOT Fernet,3507,21.0,2.6666666666667,56.0,2021-07-23
DBL Titos,3654,21.0,8.047619047619,169.0,2021-07-23
RIVERWEST BURGER,2714,20.0,11.1625,223.25,2021-07-23
CAN Coors Light,3116,20.0,4.0,80.0,2021-07-23
BTL Modelo Especial,3124,19.0,4.2631578947368,81.0,2021-07-23
Plain Chicken Strips,2867,19.0,8.0526315789474,153.0,2021-07-23
PINT LKFT Oktoberfest,3697,19.0,4.1052631578947,78.0,2021-07-23
GRILLED CHEESE,2734,18.0,3.0,54.0,2021-07-23
PIT Schlitz,3144,18.0,11.0,198.0,2021-07-23
PIT Miller High Life,3142,18.0,10.388888888889,187.0,2021-07-23
DBL RAIL Rum,3457,17.0,5.1470588235294,87.5,2021-07-23
DBL RAIL Whiskey,3459,17.0,4.9705882352941,84.5,2021-07-23
VBALL LITE,3410,17.0,0.0,0.0,2021-07-23
DBL Skyy Cherry,3670,17.0,7.0,119.0,2021-07-23
All American Burger,2840,16.0,7.25,116.0,2021-07-23
CHEESE burger,2841,15.0,6.6833333333333,100.25,2021-07-23
Perch FRY,2830,15.0,12.557333333333,188.36,2021-07-23
Tater Tots,2836,15.0,2.0666666666667,31.0,2021-07-23
Skyy Orange BOMB,3372,15.0,4.0,60.0,2021-07-23
RAIL Vodka,3339,15.0,3.5,52.5,2021-07-23
Skyy Raspberry BOMB,3369,14.0,2.8571428571429,40.0,2021-07-23
SHOT Goldschlager,3230,13.0,4.0,52.0,2021-07-23
DBL RAIL Tequila,3461,13.0,5.3846153846154,70.0,2021-07-23
BTL Bud Light,3114,13.0,4.5,58.5,2021-07-23
SHOT Skyy Peach,3665,13.0,3.0,39.0,2021-07-23
Patty Melt,3705,12.0,9.0833333333333,109.0,2021-07-23
CAN Press Lime,3132,12.0,5.0,60.0,2021-07-23
7-UP,3147,12.0,1.5,18.0,2021-07-23
Coke,3154,12.0,1.5,18.0,2021-07-23
DBL Captain Morgan,3496,12.0,8.0,96.0,2021-07-23
PIT Stein,3146,11.0,15.0,165.0,2021-07-23
Buffalo Chicken Sammy,3707,11.0,8.9545454545455,98.5,2021-07-23
DBL Jack Daniels,3526,11.0,8.0,88.0,2021-07-23
SHOT Jack Ds Honey,3533,11.0,3.6363636363636,40.0,2021-07-23
DBL Makers Mark,3534,11.0,8.0,88.0,2021-07-23
SHOT Campari,3549,10.0,3.0,30.0,2021-07-23
DBL South. Comfort,3596,10.0,8.5,85.0,2021-07-23
SHOT Rumpleminz,3242,10.0,3.6,36.0,2021-07-23
PIT LKFT Hazy Rabbit,3359,9.0,15.0,135.0,2021-07-23
PINT Angry Orchard,3352,9.0,4.3333333333333,39.0,2021-07-23
CAN Schlitz 16oz,3134,9.0,4.0,36.0,2021-07-23
Chix Caesar Salad,2871,9.0,8.2777777777778,74.5,2021-07-23
FISH FRY,2722,9.0,10.611111111111,95.5,2021-07-23
Chili Cheese Poutine,2801,9.0,7.0,63.0,2021-07-23
DBL Crown Royal,3528,9.0,8.0,72.0,2021-07-23
SHOT South. Comfort,3597,8.0,4.0,32.0,2021-07-23
House Red,3699,8.0,4.0,32.0,2021-07-23
DBL Skyy Raspb,3668,8.0,7.0,56.0,2021-07-23
PIT LKFT Oktoberfest,3691,8.0,15.0,120.0,2021-07-23
BTL Pabst,3126,8.0,3.25,26.0,2021-07-23
DBL RAIL Brandy,3448,8.0,6.5,52.0,2021-07-23
SHOT Kraken,3501,8.0,4.0,32.0,2021-07-23
SHOT Jagermeister,3234,8.0,4.0625,32.5,2021-07-23
PIT LKFT IPA,3358,7.0,15.0,105.0,2021-07-23
SIDE RANCH,2815,7.0,0.17857142857143,1.25,2021-07-23
House Salad SM,2837,7.0,3.5,24.5,2021-07-23
SHOT Gran Marnier,3547,7.0,5.0,35.0,2021-07-23
Cazadores Blanco,3280,6.0,5.0,30.0,2021-07-23
DBL Cazadores Blanco,3480,6.0,7.0,42.0,2021-07-23
VBALL HI-LIFE,3411,6.0,0.0,0.0,2021-07-23
VBALL SPOT COW,3415,5.0,4.0,20.0,2021-07-23
DBL Coconut Jack,3498,5.0,6.0,30.0,2021-07-23
Absolut,3286,5.0,8.0,40.0,2021-07-23
SHOT of the WEEK,3254,5.0,3.0,15.0,2021-07-23
RAIL Whiskey,3340,5.0,3.5,17.5,2021-07-23
3 PART COMBO,2831,5.0,15.99,79.95,2021-07-23
SIDE BBQ,2821,5.0,0.3,1.5,2021-07-23
BTL Blue Moon,3113,5.0,4.5,22.5,2021-07-23
BTL Hop Refresher,3703,5.0,4.5,22.5,2021-07-23
DBL Skyy Orange,3676,5.0,7.0,35.0,2021-07-23
SHOT Casamigos,3686,5.0,5.0,25.0,2021-07-23
SHOT Skyy,3663,5.0,3.0,15.0,2021-07-23
DBL Jim Beam,3530,5.0,7.0,35.0,2021-07-23
DBL Bacardi Limon,3494,4.0,6.0,24.0,2021-07-23
SHOT Yukon Jack,3545,4.0,4.0,16.0,2021-07-23
Cup SOUP,2872,4.0,2.625,10.5,2021-07-23
House Salad LG,2697,4.0,7.75,31.0,2021-07-23
DBL Tanqueray,3488,4.0,8.0,32.0,2021-07-23
DBL Cazadores Reposado,3478,4.0,7.0,28.0,2021-07-23
7-Up Refill,3463,4.0,0.0,0.0,2021-07-23
DBL Korbel,3452,4.0,6.5,26.0,2021-07-23
VBALL HAZY RABBIT,3418,3.0,4.0,12.0,2021-07-23
VBALL SCHLITZ,3412,3.0,0.0,0.0,2021-07-23
VBALL MOON MAN,3414,3.0,4.0,12.0,2021-07-23
DBL Bacardi,3492,3.0,6.0,18.0,2021-07-23
Jack Daniels,3315,3.0,5.0,15.0,2021-07-23
HH PINT Guinness,3350,3.0,5.0,15.0,2021-07-23
Jim Beam,3318,3.0,5.0,15.0,2021-07-23
Long Island,3204,3.0,8.0,24.0,2021-07-23
Moscow Mule,3207,3.0,4.6666666666667,14.0,2021-07-23
Bowl SOUP,2713,3.0,4.0,12.0,2021-07-23
SIDE LG NACHO CHEESE,2816,3.0,1.5,4.5,2021-07-23
COMBO FRY,2736,3.0,13.5,40.5,2021-07-23
Cup Chili,2873,3.0,2.5,7.5,2021-07-23
Diet Coke,3158,3.0,1.5,4.5,2021-07-23
SHOT Bulleit Bourbon,3588,3.0,4.0,12.0,2021-07-23
3rd Space Frog Weiss,3717,3.0,5.0,15.0,2021-07-23
DBL Bulleit Bourbon,3587,2.0,8.0,16.0,2021-07-23
SHOT Wild Turkey 101,3616,2.0,4.0,8.0,2021-07-23
DBl Canad. Club,3617,2.0,7.0,14.0,2021-07-23
DBL Absolut Citron,3656,2.0,8.0,16.0,2021-07-23
SHOT Jim Beam,3531,2.0,4.0,8.0,2021-07-23
SHOT Makers Mark,3535,2.0,4.0,8.0,2021-07-23
Iced Tea,3167,2.0,1.5,3.0,2021-07-23
Lemonade,3170,2.0,1.5,3.0,2021-07-23
BTL Spaten Lager,3127,2.0,5.0,10.0,2021-07-23
BTL Budweiser,3115,2.0,4.5,9.0,2021-07-23
BTL MGD,3121,2.0,3.25,6.5,2021-07-23
PINT Miller Lite,3138,2.0,3.0,6.0,2021-07-23
SIDE Garlic Parm,2877,2.0,0.25,0.5,2021-07-23
SIDE Sriracha Mayo,2865,2.0,0.25,0.5,2021-07-23
SIDE Tartar Sauce,2834,2.0,0.5,1.0,2021-07-23
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2021-07-23
SHRIMP FRY,2735,2.0,11.99,23.98,2021-07-23
Root Beer,3178,2.0,1.5,3.0,2021-07-23
Shirley Temple,3182,2.0,1.75,3.5,2021-07-23
Soda/Juice,3183,2.0,1.5,3.0,2021-07-23
SHOT Jose Cuervo,3475,2.0,3.0,6.0,2021-07-23
Coke - Refill,3464,1.0,0.0,0.0,2021-07-23
Root Beer - Refill,3468,1.0,0.0,0.0,2021-07-23
DBL Jose Cuervo,3474,1.0,6.0,6.0,2021-07-23
DBL Hendricks Gin,3485,1.0,9.0,9.0,2021-07-23
DBL Meyers Dark,3504,1.0,6.0,6.0,2021-07-23
VBALL Summer Shandy,3421,1.0,4.0,4.0,2021-07-23
VBALL Angry Orchard,3422,1.0,4.0,4.0,2021-07-23
SHOT RAIL Tequila,3462,1.0,3.0,3.0,2021-07-23
Tanqueray,3219,1.0,5.0,5.0,2021-07-23
SHOT Dr McGullicuddys,3226,1.0,3.0,3.0,2021-07-23
Titos,3307,1.0,5.0,5.0,2021-07-23
