Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,95.0,5.2789473684211,501.5,2021-09-03
Skyy Cherry BOMB,3370,76.0,3.3684210526316,256.0,2021-09-03
SHOT Tullamore Dew,3327,73.0,3.2876712328767,240.0,2021-09-03
CAN PBR 16oz,3129,55.0,3.7818181818182,208.0,2021-09-03
PINT Spotted Cow,3140,50.0,3.99,199.5,2021-09-03
Skyy Orange BOMB,3372,50.0,3.76,188.0,2021-09-03
BTL Miller High Life,3122,49.0,2.719387755102,133.25,2021-09-03
SHOT Cazadores Blanco,3481,47.0,3.6595744680851,172.0,2021-09-03
PINT Stein,3141,46.0,3.8152173913043,175.5,2021-09-03
PIT Miller Lite,3143,42.0,11.0,462.0,2021-09-03
PINT LKFT IPA,3136,38.0,3.7894736842105,144.0,2021-09-03
SHOT Cazadores Reposado,3479,38.0,3.7894736842105,144.0,2021-09-03
PINT Miller High Life,3137,37.0,2.9189189189189,108.0,2021-09-03
Skyy Peach BOMB,3367,36.0,3.7777777777778,136.0,2021-09-03
Locust St. Wings HALF,2858,35.0,7.5571428571429,264.5,2021-09-03
CAN Press Blk/Hyb,3130,34.0,4.8529411764706,165.0,2021-09-03
Glass Water,3162,34.0,0.0,0.0,2021-09-03
FISH FRY,2722,33.0,10.097878787879,333.23,2021-09-03
GRILLED CHEESE,2734,33.0,3.0,99.0,2021-09-03
DBL RAIL Whiskey,3459,30.0,4.5666666666667,137.0,2021-09-03
SHOT Jameson,3317,28.0,3.8571428571429,108.0,2021-09-03
CAN Press GF/CAR,3133,28.0,5.0,140.0,2021-09-03
CAN Press Pom/Gin,3131,27.0,4.8148148148148,130.0,2021-09-03
VBALL LITE,3410,26.0,0.0,0.0,2021-09-03
PINT LKFT Hazy Rabbit,3348,26.0,4.1538461538462,108.0,2021-09-03
PINT Moon Man,3349,26.0,3.1153846153846,81.0,2021-09-03
DBL Titos,3654,26.0,8.0,208.0,2021-09-03
DBL RAIL Tequila,3461,25.0,5.28,132.0,2021-09-03
Sriracha Strips,2730,25.0,7.9,197.5,2021-09-03
All American Burger,2840,25.0,6.71,167.75,2021-09-03
PIT Spotted Cow,3145,24.0,15.0,360.0,2021-09-03
PINT Schlitz,3139,23.0,3.0,69.0,2021-09-03
Cheese Curds,2728,22.0,7.8181818181818,172.0,2021-09-03
CAN Coors Light,3116,20.0,3.6,72.0,2021-09-03
RAIL Vodka,3339,19.0,3.3157894736842,63.0,2021-09-03
PINT LKFT Oktoberfest,3697,19.0,4.1052631578947,78.0,2021-09-03
SHOT Hennessey,3450,18.0,5.0,90.0,2021-09-03
SIDE RANCH,2815,18.0,0.25,4.5,2021-09-03
Chix Caeser Wrap,2838,17.0,9.4264705882353,160.25,2021-09-03
CAN Press Lime,3132,16.0,4.6875,75.0,2021-09-03
Buffalo Chicken Sammy,3707,15.0,9.2,138.0,2021-09-03
SHOT Fernet,3507,14.0,3.7142857142857,52.0,2021-09-03
PIT Miller High Life,3142,14.0,11.0,154.0,2021-09-03
DBL RAIL Rum,3457,14.0,4.3214285714286,60.5,2021-09-03
PIT LKFT Hazy Rabbit,3359,14.0,15.0,210.0,2021-09-03
BTL Miller Lite,3391,14.0,2.7857142857143,39.0,2021-09-03
PINT Angry Orchard,3352,13.0,3.2307692307692,42.0,2021-09-03
SHOT Seagrams VO,3325,13.0,1.3846153846154,18.0,2021-09-03
PIT Stein,3146,13.0,13.846153846154,180.0,2021-09-03
Coke,3154,13.0,1.5,19.5,2021-09-03
French Fries,2731,13.0,2.0,26.0,2021-09-03
DBL Makers Mark,3534,13.0,8.1538461538462,106.0,2021-09-03
Patty Melt,3705,13.0,7.8461538461538,102.0,2021-09-03
DBL Skyy Raspb,3668,12.0,7.1666666666667,86.0,2021-09-03
Locust St Wings FULL,2729,12.0,15.208333333333,182.5,2021-09-03
RIVERWEST BURGER,2714,12.0,10.75,129.0,2021-09-03
CHEESE burger,2841,12.0,6.375,76.5,2021-09-03
PIT Schlitz,3144,12.0,11.0,132.0,2021-09-03
DBL RAIL Gin,3453,12.0,4.5416666666667,54.5,2021-09-03
PIT Moon Man,3357,11.0,15.0,165.0,2021-09-03
Chili Cheese Poutine,2801,11.0,6.7727272727273,74.5,2021-09-03
3 PART COMBO,2831,10.0,16.04,160.4,2021-09-03
HH PINT Guinness,3350,10.0,4.0,40.0,2021-09-03
SHOT RAIL Tequila,3462,10.0,3.0,30.0,2021-09-03
Skyy Raspberry BOMB,3369,10.0,4.0,40.0,2021-09-03
DBL Hennessey,3449,10.0,12.2,122.0,2021-09-03
DBL Captain Morgan,3496,10.0,8.0,80.0,2021-09-03
Diet Coke,3158,9.0,1.5,13.5,2021-09-03
Plain Chicken Strips,2867,9.0,8.0,72.0,2021-09-03
CAN Schlitz 16oz,3134,9.0,4.0,36.0,2021-09-03
Nashville Hot Chicken,3706,9.0,8.0,72.0,2021-09-03
PIT LKFT Oktoberfest,3691,9.0,15.0,135.0,2021-09-03
BTL Pabst,3126,8.0,3.25,26.0,2021-09-03
Long Island,3204,8.0,8.0,64.0,2021-09-03
BTL Blue Moon,3113,8.0,4.5,36.0,2021-09-03
Perch FRY,2830,8.0,13.0525,104.42,2021-09-03
COMBO FRY,2736,8.0,13.5625,108.5,2021-09-03
DBL Cazadores Blanco,3480,8.0,6.125,49.0,2021-09-03
DBL Coconut Jack,3498,7.0,6.0,42.0,2021-09-03
Absolut,3286,7.0,8.0,56.0,2021-09-03
VBALL HI-LIFE,3411,7.0,0.0,0.0,2021-09-03
VBALL SCHLITZ,3412,7.0,0.0,0.0,2021-09-03
BTL Corona,3117,7.0,4.5,31.5,2021-09-03
DBL D.E. Grapefruit,3713,7.0,4.0,28.0,2021-09-03
DBL Jameson,3538,7.0,8.0,56.0,2021-09-03
DBL Absolut Citron,3656,6.0,8.0,48.0,2021-09-03
Tracks Big Boy,3704,6.0,10.083333333333,60.5,2021-09-03
Tater Tots,2836,6.0,1.6666666666667,10.0,2021-09-03
BTL Bud Light,3114,6.0,4.5,27.0,2021-09-03
PIT WATER,3400,6.0,0.0,0.0,2021-09-03
VBALL SPOT COW,3415,6.0,4.0,24.0,2021-09-03
VBALL Angry Orchard,3422,5.0,4.0,20.0,2021-09-03
DBL Bacardi,3492,5.0,4.8,24.0,2021-09-03
DBL Jack Daniels,3526,5.0,8.0,40.0,2021-09-03
DBL Crown Royal,3528,5.0,8.0,40.0,2021-09-03
Bowl SOUP,2713,5.0,4.0,20.0,2021-09-03
SHRIMP FRY,2735,4.0,9.99,39.96,2021-09-03
SIDE HOT SAUCE,2817,4.0,0.25,1.0,2021-09-03
Chix Caesar Salad,2871,4.0,8.125,32.5,2021-09-03
SIDE BBQ,2821,4.0,0.25,1.0,2021-09-03
CAN N.G. Staghorn,3135,4.0,1.25,5.0,2021-09-03
7-UP,3147,4.0,1.5,6.0,2021-09-03
 SHOT Crown Royal,3529,4.0,4.0,16.0,2021-09-03
SHOT Tanqueray,3489,4.0,5.0,20.0,2021-09-03
SHOT RAIL Vodka,3456,4.0,2.25,9.0,2021-09-03
RAIL Rum,3343,4.0,1.75,7.0,2021-09-03
VBALL STEIN,3416,4.0,3.0,12.0,2021-09-03
VBALL MOON MAN,3414,4.0,4.0,16.0,2021-09-03
PIT LKFT IPA,3358,4.0,15.0,60.0,2021-09-03
SHOT Goldschlager,3230,4.0,4.0,16.0,2021-09-03
SHOT Rumpleminz,3242,4.0,4.0,16.0,2021-09-03
SHOT Car Bomb,3269,4.0,6.0,24.0,2021-09-03
SHOT Titos,3655,4.0,4.0,16.0,2021-09-03
DBL Bulleit Bourbon,3587,4.0,8.0,32.0,2021-09-03
DBL Seagrams 7,3594,3.0,7.0,21.0,2021-09-03
SHOT RAIL GIN,3454,3.0,2.0,6.0,2021-09-03
DBL Cazadores Reposado,3478,3.0,4.6666666666667,14.0,2021-09-03
DBL Bombay Sapphire,3486,3.0,8.0,24.0,2021-09-03
DBL Tanqueray,3488,3.0,8.0,24.0,2021-09-03
Coffee,3153,3.0,1.5,4.5,2021-09-03
Soda/Juice,3183,3.0,1.5,4.5,2021-09-03
PINT Miller Lite,3138,3.0,3.0,9.0,2021-09-03
House Salad SM,2837,3.0,4.0,12.0,2021-09-03
House Salad LG,2697,3.0,6.5833333333333,19.75,2021-09-03
SIDE BLEU CHEZ,2818,2.0,0.25,0.5,2021-09-03
SIDE LG NACHO CHEESE,2816,2.0,1.5,3.0,2021-09-03
SIDE Sriracha Mayo,2865,2.0,0.25,0.5,2021-09-03
Cup SOUP,2872,2.0,2.5,5.0,2021-09-03
PC Perch,2869,2.0,1.0,2.0,2021-09-03
