Michael 30,The Tracks Tavern and Grill,09/23/2021 12:00:34
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Seagrams VO,3325,,107.0000,2.411214953271,258
DBL RAIL Vodka,3455,,84.0000,5.2767857142857,443.25
BTL Miller High Life,3122,,55.0000,3.25,178.75
SHOT Tullamore Dew,3327,,53.0000,2.9433962264151,156
PINT Spotted Cow,3140,,51.0000,3.9411764705882,201
Skyy Cherry BOMB,3370,,40.0000,3.1,124
CAN Press GF/CAR,3133,,37.0000,5,185
Skyy Peach BOMB,3367,,35.0000,2.9714285714286,104
PINT LKFT IPA,3136,,33.0000,3.8181818181818,126
PINT Schlitz,3139,,24.0000,2.75,66
Skyy Orange BOMB,3372,,23.0000,3.4782608695652,80
DBL RAIL Whiskey,3459,,23.0000,5.1086956521739,117.5
PIT Miller Lite,3143,,22.0000,11,242
PINT Stein,3141,,20.0000,3.975,79.5
CAN PBR 16oz,3129,,19.0000,4,76
SHOT Jameson,3317,,19.0000,3.3684210526316,64
Skyy Raspberry BOMB,3369,,17.0000,3.7647058823529,64
Skyy Apricot BOMB,3368,,16.0000,3.5,56
CAN Press Pom/Gin,3131,,15.0000,4.6666666666667,70
DBL RAIL Gin,3453,,15.0000,4.4,66
SHOT Cazadores Blanco,3481,,14.0000,1.7142857142857,24
SHOT Fernet,3507,,14.0000,1.7142857142857,24
CAN Press Blk/Hyb,3130,,14.0000,5,70
PIT Schlitz,3144,,14.0000,8.6428571428571,121
PINT Moon Man,3349,,14.0000,1.9285714285714,27
VBALL LITE,3410,,13.0000,0,0
DBL Captain Morgan,3496,,13.0000,8,104
DBL Crown Royal,3528,,11.0000,2.1818181818182,24
SHOT Fireball,3584,,10.0000,4,40
BTL Miller Lite,3391,,10.0000,1.95,19.5
CAN Press Lime,3132,,10.0000,5,50
PINT Miller High Life,3137,,10.0000,3,30
PIT Spotted Cow,3145,,9.0000,15,135
PINT LKFT Hazy Rabbit,3348,,9.0000,4.3333333333333,39
DBL Skyy Raspb,3668,,9.0000,6.2222222222222,56
PIT Miller High Life,3142,,8.0000,11,88
SHOT of the WEEK,3254,,8.0000,1.5,12
CAN Coors Light,3116,,8.0000,3.5,28
BTL Bud Light,3114,,7.0000,4.5,31.5
BTL Modelo Especial,3124,,7.0000,4.5,31.5
CAN Schlitz 16oz,3134,,7.0000,4,28
PINT Abita TurboDog,3353,,7.0000,3.2142857142857,22.5
DBL Korbel,3452,,7.0000,6.5714285714286,46
DBL RAIL Rum,3457,,7.0000,5.2857142857143,37
DBL RAIL Tequila,3461,,6.0000,3.4166666666667,20.5
SHOT Skyy Peach,3665,,6.0000,1.5,9
OUTSIDE,3253,,6.0000,0,0
VBALL HI-LIFE,3411,,6.0000,0,0
DBL RAIL Brandy,3448,,6.0000,6.1666666666667,37
BTL MGD,3121,,6.0000,3.25,19.5
PIT Stein,3146,,6.0000,15,90
Crown Royal,3312,,5.0000,5.5,27.5
PIT Moon Man,3357,,5.0000,15,75
PIT LKFT IPA,3358,,5.0000,15,75
RAIL Vodka,3339,,5.0000,3.5,17.5
DBl Smirnoff,3646,,5.0000,6,30
SHOT RAIL Vodka,3456,,5.0000,1.8,9
SHOT Captain Morgan,3497,,5.0000,4,20
SHOT Patron XO,3477,,4.0000,4,16
SHOT Gran Marnier,3547,,4.0000,2.5,10
